class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
59801,13,3,C3+C4+F4,4,1q^2 + 1q^3 + 2q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,C3: (1 0 0) -> (3 1 0) ; C4: (3 1 0 0) -> (0 3 1 0) ; F4: (2 0 0 1) -> (0 0 1 3)
59805,14,2,C3+F4,2,1q^3 + 1q^4 + 4q^5 + 3q^6 + 6q^7 + 4q^8 + 5q^9 + 3q^10 + 3q^11 + 1q^12 + 1q^13,C3: (1 0 0) -> (3 2 0) ; F4: (3 0 0 1) -> (0 0 2 3)
59814,12,3,C3+C4+F4,6,1q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,C3: (1 0 1) -> (0 1 2) ; C4: (1 1 0 1) -> (0 0 1 2) ; F4: (2 1 0 1) -> (0 2 1 0)
59817,13,3,C3+C4+F4,4,3q^4 + 3q^5 + 5q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 0 1) -> (0 2 2) ; C4: (2 1 0 1) -> (0 0 2 2) ; F4: (3 1 0 1) -> (0 2 2 0)
59819,12,3,C3+C4+F4,7,1q^2 + 2q^3 + 1q^5,C3: (1 0 1) -> (0 3 0) ; C4: (1 1 0 1) -> (0 0 3 0) ; F4: (1 1 0 1) -> (0 0 3 0)
59824,13,3,C3+C4+F4,4,1q^3 + 1q^4 + 3q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,C3: (1 0 1) -> (1 0 3) ; C4: (2 1 0 1) -> (0 1 0 3) ; F4: (3 1 0 1) -> (0 3 0 1)
59825,9,3,C3+C4+F4,90,1q + 2q^2 + 2q^3 + 1q^4,C3: (1 0 1) -> (1 1 1) ; C4: (1 1 0 1) -> (0 1 1 1) ; F4: (1 1 0 1) -> (0 1 1 1)
59829,13,3,C3+C4+F4,5,1q^2 + 3q^3 + 6q^4 + 4q^5 + 3q^6 + 2q^7 + 1q^8,C3: (1 0 1) -> (1 2 1) ; C4: (2 1 0 1) -> (0 1 2 1) ; F4: (2 1 0 1) -> (0 1 2 1)
59833,13,3,C3+C4+F4,3,1q^3 + 3q^4 + 7q^5 + 10q^6 + 9q^7 + 7q^8 + 5q^9 + 3q^10 + 2q^11 + 1q^12,C3: (1 0 1) -> (1 3 1) ; C4: (3 1 0 1) -> (0 1 3 1) ; F4: (3 1 0 1) -> (0 1 3 1)
59836,13,3,C3+C4+F4,5,3q^3 + 2q^4 + 3q^5 + 1q^6 + 1q^7,C3: (1 0 1) -> (2 0 2) ; C4: (2 1 0 1) -> (0 2 0 2) ; F4: (2 1 0 1) -> (0 2 0 2)
59839,13,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 8q^6 + 8q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,C3: (1 0 1) -> (2 1 2) ; C4: (3 1 0 1) -> (0 2 1 2) ; F4: (3 1 0 1) -> (0 2 1 2)
59841,13,3,C3+C4+F4,6,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 0 1) -> (2 2 0) ; C4: (2 1 0 1) -> (0 2 2 0) ; F4: (1 1 0 1) -> (0 0 2 2)
59845,13,3,C3+C4+F4,4,2q^3 + 4q^4 + 5q^5 + 6q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 0 1) -> (2 3 0) ; C4: (3 1 0 1) -> (0 2 3 0) ; F4: (2 1 0 1) -> (0 0 3 2)
59849,10,3,C3+C4+F4,39,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 0 1) -> (3 0 1) ; C4: (2 1 0 1) -> (0 3 0 1) ; F4: (1 1 0 1) -> (0 1 0 3)
59853,13,3,C3+C4+F4,4,1q^2 + 3q^3 + 5q^4 + 6q^5 + 5q^6 + 3q^7 + 2q^8 + 1q^9,C3: (1 0 1) -> (3 1 1) ; C4: (3 1 0 1) -> (0 3 1 1) ; F4: (2 1 0 1) -> (0 1 1 3)
59857,13,2,C3+F4,2,1q^3 + 4q^4 + 9q^5 + 11q^6 + 14q^7 + 11q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 0 1) -> (3 2 1) ; F4: (3 1 0 1) -> (0 1 2 3)
59864,11,3,C3+C4+F4,9,1q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,C3: (1 0 2) -> (0 1 3) ; C4: (1 1 0 2) -> (0 0 1 3) ; F4: (2 2 0 1) -> (0 3 1 0)
59866,14,3,C3+C4+F4,4,3q^4 + 3q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 0 2) -> (0 2 3) ; C4: (2 1 0 2) -> (0 0 2 3) ; F4: (3 2 0 1) -> (0 3 2 0)
59867,11,3,C3+C4+F4,17,1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 0 2) -> (0 3 1) ; C4: (1 1 0 2) -> (0 0 3 1) ; F4: (1 2 0 1) -> (0 1 3 0)
59871,14,3,C3+C4+F4,5,1q^2 + 3q^3 + 6q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 0 2) -> (1 2 2) ; C4: (2 1 0 2) -> (0 1 2 2) ; F4: (2 2 0 1) -> (0 2 2 1)
59874,14,3,C3+C4+F4,3,1q^3 + 3q^4 + 8q^5 + 12q^6 + 12q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (1 0 2) -> (1 3 2) ; C4: (3 1 0 2) -> (0 1 3 2) ; F4: (3 2 0 1) -> (0 2 3 1)
59876,12,3,C3+C4+F4,8,3q^3 + 2q^4 + 3q^5 + 1q^6 + 1q^7,C3: (1 0 2) -> (2 0 3) ; C4: (2 1 0 2) -> (0 2 0 3) ; F4: (2 2 0 1) -> (0 3 0 2)
59878,14,3,C3+C4+F4,3,1q^3 + 4q^4 + 8q^5 + 9q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (1 0 2) -> (2 1 3) ; C4: (3 1 0 2) -> (0 2 1 3) ; F4: (3 2 0 1) -> (0 3 1 2)
59879,12,3,C3+C4+F4,15,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 0 2) -> (2 2 1) ; C4: (2 1 0 2) -> (0 2 2 1) ; F4: (1 2 0 1) -> (0 1 2 2)
59883,14,3,C3+C4+F4,4,2q^3 + 6q^4 + 9q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (1 0 2) -> (2 3 1) ; C4: (3 1 0 2) -> (0 2 3 1) ; F4: (2 2 0 1) -> (0 1 3 2)
59887,14,3,C3+C4+F4,4,1q^2 + 3q^3 + 6q^4 + 7q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 0 2) -> (3 1 2) ; C4: (3 1 0 2) -> (0 3 1 2) ; F4: (2 2 0 1) -> (0 2 1 3)
59890,14,2,C3+F4,2,1q^3 + 4q^4 + 11q^5 + 15q^6 + 18q^7 + 15q^8 + 12q^9 + 7q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 0 2) -> (3 2 2) ; F4: (3 2 0 1) -> (0 2 2 3)
59892,14,3,C3+C4+F4,5,2q^3 + 3q^4 + 4q^5 + 3q^6 + 1q^7 + 1q^8,C3: (1 0 2) -> (3 3 0) ; C4: (3 1 0 2) -> (0 3 3 0) ; F4: (1 2 0 1) -> (0 0 3 3)
59897,12,3,C3+C4+F4,8,1q^2 + 3q^3 + 6q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 0 3) -> (1 2 3) ; C4: (2 1 0 3) -> (0 1 2 3) ; F4: (2 3 0 1) -> (0 3 2 1)
59899,14,3,C3+C4+F4,3,1q^3 + 3q^4 + 8q^5 + 12q^6 + 12q^7 + 10q^8 + 7q^9 + 4q^10 + 2q^11 + 1q^12,C3: (1 0 3) -> (1 3 3) ; C4: (3 1 0 3) -> (0 1 3 3) ; F4: (3 3 0 1) -> (0 3 3 1)
59901,14,3,C3+C4+F4,4,2q^3 + 6q^4 + 9q^5 + 10q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (1 0 3) -> (2 3 2) ; C4: (3 1 0 3) -> (0 2 3 2) ; F4: (2 3 0 1) -> (0 2 3 2)
59903,12,3,C3+C4+F4,7,1q^2 + 3q^3 + 6q^4 + 7q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 0 3) -> (3 1 3) ; C4: (3 1 0 3) -> (0 3 1 3) ; F4: (2 3 0 1) -> (0 3 1 3)
59905,14,2,C3+F4,2,1q^3 + 4q^4 + 11q^5 + 15q^6 + 19q^7 + 16q^8 + 13q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 0 3) -> (3 2 3) ; F4: (3 3 0 1) -> (0 3 2 3)
59906,12,3,C3+C4+F4,8,2q^3 + 4q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 0 3) -> (3 3 1) ; C4: (3 1 0 3) -> (0 3 3 1) ; F4: (1 3 0 1) -> (0 1 3 3)
59909,13,3,C3+C4+F4,5,1q^4 + 1q^5 + 1q^7,C3: (1 1 0) -> (0 0 3) ; C4: (1 1 1 0) -> (0 0 0 3) ; F4: (3 0 1 1) -> (0 3 0 0)
59912,14,3,C3+C4+F4,6,1q^2 + 2q^3 + 2q^4 + 1q^5 + 1q^6,C3: (1 1 0) -> (0 2 1) ; C4: (1 1 1 0) -> (0 0 2 1) ; F4: (2 0 1 1) -> (0 1 2 0)
59916,12,3,C3+C4+F4,4,1q^3 + 3q^4 + 4q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9 + 1q^10,C3: (1 1 0) -> (0 3 1) ; C4: (2 1 1 0) -> (0 0 3 1) ; F4: (3 0 1 1) -> (0 1 3 0)
59919,12,3,C3+C4+F4,21,1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 1 0) -> (1 0 2) ; C4: (1 1 1 0) -> (0 1 0 2) ; F4: (2 0 1 1) -> (0 2 0 1)
59922,12,3,C3+C4+F4,4,2q^3 + 4q^4 + 5q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9,C3: (1 1 0) -> (1 1 2) ; C4: (2 1 1 0) -> (0 1 1 2) ; F4: (3 0 1 1) -> (0 2 1 1)
59924,11,3,C3+C4+F4,24,1q + 2q^2 + 1q^3 + 1q^4,C3: (1 1 0) -> (1 2 0) ; C4: (1 1 1 0) -> (0 1 2 0) ; F4: (1 0 1 1) -> (0 0 2 1)
59928,13,3,C3+C4+F4,5,1q^2 + 2q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7 + 1q^8,C3: (1 1 0) -> (1 3 0) ; C4: (2 1 1 0) -> (0 1 3 0) ; F4: (2 0 1 1) -> (0 0 3 1)
59934,13,3,C3+C4+F4,5,2q^2 + 4q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (1 1 0) -> (2 1 1) ; C4: (2 1 1 0) -> (0 2 1 1) ; F4: (2 0 1 1) -> (0 1 1 2)
59938,13,3,C3+C4+F4,3,2q^3 + 5q^4 + 9q^5 + 9q^6 + 8q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,C3: (1 1 0) -> (2 2 1) ; C4: (3 1 1 0) -> (0 2 2 1) ; F4: (3 0 1 1) -> (0 1 2 2)
59946,13,3,C3+C4+F4,3,1q^3 + 4q^4 + 4q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 0) -> (3 0 2) ; C4: (3 1 1 0) -> (0 3 0 2) ; F4: (3 0 1 1) -> (0 2 0 3)
59948,10,3,C3+C4+F4,9,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 1 0) -> (3 1 0) ; C4: (2 1 1 0) -> (0 3 1 0) ; F4: (1 0 1 1) -> (0 0 1 3)
59952,14,3,C3+C4+F4,4,1q^2 + 3q^3 + 3q^4 + 5q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (1 1 0) -> (3 2 0) ; C4: (3 1 1 0) -> (0 3 2 0) ; F4: (2 0 1 1) -> (0 0 2 3)
59956,12,2,C3+F4,2,1q^3 + 3q^4 + 6q^5 + 7q^6 + 9q^7 + 7q^8 + 6q^9 + 4q^10 + 3q^11 + 1q^12 + 1q^13,C3: (1 1 0) -> (3 3 0) ; F4: (3 0 1 1) -> (0 0 3 3)
59961,13,3,C3+C4+F4,6,1q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 1) -> (0 2 2) ; C4: (1 1 1 1) -> (0 0 2 2) ; F4: (2 1 1 1) -> (0 2 2 0)
59964,11,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 6q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 1) -> (0 3 2) ; C4: (2 1 1 1) -> (0 0 3 2) ; F4: (3 1 1 1) -> (0 2 3 0)
59966,10,3,C3+C4+F4,39,1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 1 1) -> (1 0 3) ; C4: (1 1 1 1) -> (0 1 0 3) ; F4: (2 1 1 1) -> (0 3 0 1)
59968,11,3,C3+C4+F4,4,2q^3 + 4q^4 + 6q^5 + 5q^6 + 3q^7 + 2q^8 + 1q^9,C3: (1 1 1) -> (1 1 3) ; C4: (2 1 1 1) -> (0 1 1 3) ; F4: (3 1 1 1) -> (0 3 1 1)
59969,9,3,C3+C4+F4,90,1q + 3q^2 + 2q^3 + 1q^4,C3: (1 1 1) -> (1 2 1) ; C4: (1 1 1 1) -> (0 1 2 1) ; F4: (1 1 1 1) -> (0 1 2 1)
59973,12,3,C3+C4+F4,5,1q^2 + 4q^3 + 7q^4 + 5q^5 + 3q^6 + 2q^7 + 1q^8,C3: (1 1 1) -> (1 3 1) ; C4: (2 1 1 1) -> (0 1 3 1) ; F4: (2 1 1 1) -> (0 1 3 1)
59977,12,3,C3+C4+F4,5,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 1 1) -> (2 1 2) ; C4: (2 1 1 1) -> (0 2 1 2) ; F4: (2 1 1 1) -> (0 2 1 2)
59980,12,3,C3+C4+F4,3,2q^3 + 7q^4 + 13q^5 + 12q^6 + 11q^7 + 6q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 1 1) -> (2 2 2) ; C4: (3 1 1 1) -> (0 2 2 2) ; F4: (3 1 1 1) -> (0 2 2 2)
59982,11,3,C3+C4+F4,6,2q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 1) -> (2 3 0) ; C4: (2 1 1 1) -> (0 2 3 0) ; F4: (1 1 1 1) -> (0 0 3 2)
59987,12,3,C3+C4+F4,3,1q^3 + 5q^4 + 5q^5 + 6q^6 + 4q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 1) -> (3 0 3) ; C4: (3 1 1 1) -> (0 3 0 3) ; F4: (3 1 1 1) -> (0 3 0 3)
59988,8,3,C3+C4+F4,39,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 1 1) -> (3 1 1) ; C4: (2 1 1 1) -> (0 3 1 1) ; F4: (1 1 1 1) -> (0 1 1 3)
59992,13,3,C3+C4+F4,4,1q^2 + 5q^3 + 7q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 1 1) -> (3 2 1) ; C4: (3 1 1 1) -> (0 3 2 1) ; F4: (2 1 1 1) -> (0 1 2 3)
59996,12,2,C3+F4,2,1q^3 + 6q^4 + 12q^5 + 16q^6 + 18q^7 + 14q^8 + 10q^9 + 7q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 1 1) -> (3 3 1) ; F4: (3 1 1 1) -> (0 1 3 3)
59999,12,3,C3+C4+F4,9,1q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 2) -> (0 2 3) ; C4: (1 1 1 2) -> (0 0 2 3) ; F4: (2 2 1 1) -> (0 3 2 0)
60001,12,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 6q^6 + 4q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 2) -> (0 3 3) ; C4: (2 1 1 2) -> (0 0 3 3) ; F4: (3 2 1 1) -> (0 3 3 0)
60003,13,3,C3+C4+F4,5,1q^2 + 4q^3 + 7q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 1 2) -> (1 3 2) ; C4: (2 1 1 2) -> (0 1 3 2) ; F4: (2 2 1 1) -> (0 2 3 1)
60005,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 1 2) -> (2 1 3) ; C4: (2 1 1 2) -> (0 2 1 3) ; F4: (2 2 1 1) -> (0 3 1 2)
60007,13,3,C3+C4+F4,3,2q^3 + 7q^4 + 13q^5 + 13q^6 + 12q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 1 2) -> (2 2 3) ; C4: (3 1 1 2) -> (0 2 2 3) ; F4: (3 2 1 1) -> (0 3 2 2)
60008,10,3,C3+C4+F4,15,2q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 1 2) -> (2 3 1) ; C4: (2 1 1 2) -> (0 2 3 1) ; F4: (1 2 1 1) -> (0 1 3 2)
60012,14,3,C3+C4+F4,4,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 1 2) -> (3 2 2) ; C4: (3 1 1 2) -> (0 3 2 2) ; F4: (2 2 1 1) -> (0 2 2 3)
60014,4,3,C3+C4+F4,100,1q^2 + 1q^3 + 1q^4,C3: (1 1 2) -> (3 3 0) ; C4: (1 1 2 0) -> (3 3 0 0) ; F4: (0 2 1 1) -> (0 0 3 3)
60016,13,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 20q^6 + 22q^7 + 18q^8 + 13q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 1 2) -> (3 3 2) ; F4: (3 2 1 1) -> (0 2 3 3)
60018,11,3,C3+C4+F4,8,1q^2 + 4q^3 + 7q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 1 3) -> (1 3 3) ; C4: (2 1 1 3) -> (0 1 3 3) ; F4: (2 3 1 1) -> (0 3 3 1)
60020,12,3,C3+C4+F4,7,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 1 3) -> (3 2 3) ; C4: (3 1 1 3) -> (0 3 2 3) ; F4: (2 3 1 1) -> (0 3 2 3)
60022,13,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 20q^6 + 23q^7 + 19q^8 + 14q^9 + 9q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 1 3) -> (3 3 3) ; F4: (3 3 1 1) -> (0 3 3 3)
60023,14,3,C3+C4+F4,5,1q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,C3: (1 2 0) -> (0 1 3) ; C4: (1 1 2 0) -> (0 0 1 3) ; F4: (3 0 2 1) -> (0 3 1 0)
60026,14,3,C3+C4+F4,6,1q^2 + 3q^3 + 2q^4 + 1q^5 + 1q^6,C3: (1 2 0) -> (0 3 1) ; C4: (1 1 2 0) -> (0 0 3 1) ; F4: (2 0 2 1) -> (0 1 3 0)
60030,12,3,C3+C4+F4,21,2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 2 0) -> (1 1 2) ; C4: (1 1 2 0) -> (0 1 1 2) ; F4: (2 0 2 1) -> (0 2 1 1)
60033,14,3,C3+C4+F4,4,3q^3 + 6q^4 + 8q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 0) -> (1 2 2) ; C4: (2 1 2 0) -> (0 1 2 2) ; F4: (3 0 2 1) -> (0 2 2 1)
60035,10,3,C3+C4+F4,42,1q + 2q^2 + 1q^3 + 1q^4,C3: (1 2 0) -> (1 3 0) ; C4: (1 1 2 0) -> (0 1 3 0) ; F4: (1 0 2 1) -> (0 0 3 1)
60039,14,3,C3+C4+F4,4,1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (1 2 0) -> (2 0 3) ; C4: (2 1 2 0) -> (0 2 0 3) ; F4: (3 0 2 1) -> (0 3 0 2)
60042,14,3,C3+C4+F4,5,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 2 0) -> (2 2 1) ; C4: (2 1 2 0) -> (0 2 2 1) ; F4: (2 0 2 1) -> (0 1 2 2)
60046,13,3,C3+C4+F4,3,2q^3 + 7q^4 + 11q^5 + 12q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (1 2 0) -> (2 3 1) ; C4: (3 1 2 0) -> (0 2 3 1) ; F4: (3 0 2 1) -> (0 1 3 2)
60049,12,3,C3+C4+F4,8,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 0) -> (3 0 2) ; C4: (2 1 2 0) -> (0 3 0 2) ; F4: (2 0 2 1) -> (0 2 0 3)
60052,13,3,C3+C4+F4,3,3q^3 + 7q^4 + 9q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (1 2 0) -> (3 1 2) ; C4: (3 1 2 0) -> (0 3 1 2) ; F4: (3 0 2 1) -> (0 2 1 3)
60054,12,3,C3+C4+F4,9,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (1 2 0) -> (3 2 0) ; C4: (2 1 2 0) -> (0 3 2 0) ; F4: (1 0 2 1) -> (0 0 2 3)
60058,13,3,C3+C4+F4,4,1q^2 + 3q^3 + 4q^4 + 6q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,C3: (1 2 0) -> (3 3 0) ; C4: (3 1 2 0) -> (0 3 3 0) ; F4: (2 0 2 1) -> (0 0 3 3)
60063,13,3,C3+C4+F4,6,1q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 1) -> (0 3 2) ; C4: (1 1 2 1) -> (0 0 3 2) ; F4: (2 1 2 1) -> (0 2 3 0)
60065,10,3,C3+C4+F4,39,2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 2 1) -> (1 1 3) ; C4: (1 1 2 1) -> (0 1 1 3) ; F4: (2 1 2 1) -> (0 3 1 1)
60067,13,3,C3+C4+F4,4,3q^3 + 6q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 1) -> (1 2 3) ; C4: (2 1 2 1) -> (0 1 2 3) ; F4: (3 1 2 1) -> (0 3 2 1)
60068,8,3,C3+C4+F4,198,1q + 3q^2 + 2q^3 + 1q^4,C3: (1 2 1) -> (1 3 1) ; C4: (1 1 2 1) -> (0 1 3 1) ; F4: (1 1 2 1) -> (0 1 3 1)
60072,13,3,C3+C4+F4,5,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 2 1) -> (2 2 2) ; C4: (2 1 2 1) -> (0 2 2 2) ; F4: (2 1 2 1) -> (0 2 2 2)
60075,12,3,C3+C4+F4,3,2q^3 + 9q^4 + 15q^5 + 15q^6 + 12q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 2 1) -> (2 3 2) ; C4: (3 1 2 1) -> (0 2 3 2) ; F4: (3 1 2 1) -> (0 2 3 2)
60077,10,3,C3+C4+F4,20,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 1) -> (3 0 3) ; C4: (2 1 2 1) -> (0 3 0 3) ; F4: (2 1 2 1) -> (0 3 0 3)
60079,12,3,C3+C4+F4,3,3q^3 + 8q^4 + 10q^5 + 10q^6 + 7q^7 + 4q^8 + 2q^9 + 1q^10,C3: (1 2 1) -> (3 1 3) ; C4: (3 1 2 1) -> (0 3 1 3) ; F4: (3 1 2 1) -> (0 3 1 3)
60080,10,3,C3+C4+F4,39,1q + 2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 2 1) -> (3 2 1) ; C4: (2 1 2 1) -> (0 3 2 1) ; F4: (1 1 2 1) -> (0 1 2 3)
60084,12,3,C3+C4+F4,4,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 1) -> (3 3 1) ; C4: (3 1 2 1) -> (0 3 3 1) ; F4: (2 1 2 1) -> (0 1 3 3)
60087,12,3,C3+C4+F4,9,1q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 2) -> (0 3 3) ; C4: (1 1 2 2) -> (0 0 3 3) ; F4: (2 2 2 1) -> (0 3 3 0)
60089,12,3,C3+C4+F4,8,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 2 2) -> (2 2 3) ; C4: (2 1 2 2) -> (0 2 2 3) ; F4: (2 2 2 1) -> (0 3 2 2)
60091,13,3,C3+C4+F4,3,2q^3 + 9q^4 + 15q^5 + 16q^6 + 13q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 2 2) -> (2 3 3) ; C4: (3 1 2 2) -> (0 2 3 3) ; F4: (3 2 2 1) -> (0 3 3 2)
60093,13,3,C3+C4+F4,4,1q^2 + 5q^3 + 9q^4 + 11q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 2 2) -> (3 3 2) ; C4: (3 1 2 2) -> (0 3 3 2) ; F4: (2 2 2 1) -> (0 2 3 3)
60095,11,3,C3+C4+F4,7,1q^2 + 5q^3 + 9q^4 + 11q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 2 3) -> (3 3 3) ; C4: (3 1 2 3) -> (0 3 3 3) ; F4: (2 3 2 1) -> (0 3 3 3)
60096,14,3,C3+C4+F4,5,1q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (1 3 0) -> (0 2 3) ; C4: (1 1 3 0) -> (0 0 2 3) ; F4: (3 0 3 1) -> (0 3 2 0)
60100,11,3,C3+C4+F4,21,2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 3 0) -> (1 2 2) ; C4: (1 1 3 0) -> (0 1 2 2) ; F4: (2 0 3 1) -> (0 2 2 1)
60103,14,3,C3+C4+F4,4,3q^3 + 7q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 3 0) -> (1 3 2) ; C4: (2 1 3 0) -> (0 1 3 2) ; F4: (3 0 3 1) -> (0 2 3 1)
60105,14,3,C3+C4+F4,4,3q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 3 0) -> (2 1 3) ; C4: (2 1 3 0) -> (0 2 1 3) ; F4: (3 0 3 1) -> (0 3 1 2)
60108,13,3,C3+C4+F4,5,2q^2 + 5q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 3 0) -> (2 3 1) ; C4: (2 1 3 0) -> (0 2 3 1) ; F4: (2 0 3 1) -> (0 1 3 2)
60112,11,3,C3+C4+F4,8,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 3 0) -> (3 1 2) ; C4: (2 1 3 0) -> (0 3 1 2) ; F4: (2 0 3 1) -> (0 2 1 3)
60115,14,3,C3+C4+F4,3,3q^3 + 9q^4 + 11q^5 + 12q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (1 3 0) -> (3 2 2) ; C4: (3 1 3 0) -> (0 3 2 2) ; F4: (3 0 3 1) -> (0 2 2 3)
